Date	Latitude(deg)	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)	Rollrate(dps)	Pitchrate(dps)	Yawrate(dps)	accelX(m/s/s)	accelY(m/s/s)	accelZ(m/s/s)	vgN(mps)	vgE(mps)	vgD(mps)	Aileron(unit)	Elevator(unit)	Rudder(unit)	Throttle(unit)
18:01:06:220	47.03586	-121.5935	958.3576	958.3576	0	0	0	0	0	0	-2.568257	-1.164589	-67.74268	0.2780622	0.1258983	-0.8517695	-20.88149	9.28869	-1003.127	16.52245	-19.00935	0.7771535	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:243	47.03588	-121.5936	957.3955	957.3955	0	0	0	0	0	0	-2.539891	-1.155831	-67.82874	0.2614166	0.1268779	-0.8661471	-20.79951	8.989032	-1003.523	16.46933	-19.05517	0.774651	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:283	47.03588	-121.5936	957.3955	957.3955	0	0	0	0	0	0	-2.539891	-1.155831	-67.82874	0.2614166	0.1268779	-0.8661471	-20.79951	8.989032	-1003.523	16.46933	-19.05517	0.774651	0.008000016	-0.02999997	-0.01200002	0	
18:01:06:326	47.03588	-121.5936	957.3955	957.3955	0	0	0	0	0	0	-2.548583	-1.146906	-67.91458	-0.1915772	0.1276097	-0.8462451	-20.71461	8.6921	-1003.66	16.46933	-19.05517	0.774651	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:343	47.03588	-121.5936	957.3955	957.3955	0	0	0	0	0	0	-2.548583	-1.146906	-67.91458	-0.1915772	0.1276097	-0.8462451	-20.71461	8.6921	-1003.66	16.46933	-19.05517	0.774651	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:385	47.03588	-121.5936	957.3955	957.3955	0	0	0	0	0	0	-2.548583	-1.146906	-67.91458	-0.1915772	0.1276097	-0.8462451	-20.71461	8.6921	-1003.66	16.46933	-19.05517	0.774651	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:421	47.03588	-121.5936	957.3955	957.3955	0	0	0	0	0	0	-2.548583	-1.146906	-67.91458	-0.1915772	0.1276097	-0.8462451	-20.71461	8.6921	-1003.66	16.46933	-19.05517	0.774651	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:443	47.03592	-121.5936	956.2672	956.2672	0	0	0	0	0	0	-2.548583	-1.146906	-67.91458	-0.1915772	0.1276097	-0.8462451	-20.71461	8.6921	-1003.66	16.41658	-19.09989	0.7679197	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:483	47.03592	-121.5936	956.2672	956.2672	0	0	0	0	0	0	-2.568578	-1.138064	-67.99496	-0.2321908	0.1284516	-0.8130948	-20.66592	8.597214	-1003.703	16.41658	-19.09989	0.7679197	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:526	47.03592	-121.5936	956.2672	956.2672	0	0	0	0	0	0	-2.568578	-1.138064	-67.99496	-0.2321908	0.1284516	-0.8130948	-20.66592	8.597214	-1003.703	16.41658	-19.09989	0.7679197	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:544	47.03592	-121.5936	956.2672	956.2672	0	0	0	0	0	0	-2.568578	-1.138064	-67.99496	-0.2321908	0.1284516	-0.8130948	-20.66592	8.597214	-1003.703	16.41658	-19.09989	0.7679197	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:586	47.03592	-121.5936	956.2672	956.2672	0	0	0	0	0	0	-2.589925	-1.128918	-68.07306	-0.2326259	0.1291441	-0.7804441	-20.65857	8.659796	-1003.727	16.41658	-19.09989	0.7679197	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:622	47.03592	-121.5936	956.2672	956.2672	0	0	0	0	0	0	-2.589925	-1.128918	-68.07306	-0.2326259	0.1291441	-0.7804441	-20.65857	8.659796	-1003.727	16.41658	-19.09989	0.7679197	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:648	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.589925	-1.128918	-68.07306	-0.2326259	0.1291441	-0.7804441	-20.65857	8.659796	-1003.727	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:688	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.589925	-1.128918	-68.07306	-0.2326259	0.1291441	-0.7804441	-20.65857	8.659796	-1003.727	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:727	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.600497	-1.124246	-68.11145	-0.2279632	0.1293942	-0.7679436	-20.66767	8.744063	-1003.733	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:749	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.600497	-1.124246	-68.11145	-0.2279632	0.1293942	-0.7679436	-20.66767	8.744063	-1003.733	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:793	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.600497	-1.124246	-68.11145	-0.2279632	0.1293942	-0.7679436	-20.66767	8.744063	-1003.733	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:826	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.600497	-1.124246	-68.11145	-0.2279632	0.1293942	-0.7679436	-20.66767	8.744063	-1003.733	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:848	47.03593	-121.5937	955.7823	955.7823	0	0	0	0	0	0	-2.600497	-1.124246	-68.11145	-0.2279632	0.1293942	-0.7679436	-20.66767	8.744063	-1003.733	16.3898	-19.12236	0.7640426	0.006000042	-0.02999997	-0.01200002	0	
18:01:06:888	47.03596	-121.5937	954.7153	954.7153	0	0	0	0	0	0	-2.585994	-1.11814	-68.1879	0.2116343	0.04437875	-0.7659085	-20.68385	8.956428	-1004.088	16.33644	-19.16657	0.7563666	0.008000016	-0.03200001	-0.01200002	0	
18:01:06:929	47.03596	-121.5937	954.7153	954.7153	0	0	0	0	0	0	-2.585994	-1.11814	-68.1879	0.2116343	0.04437875	-0.7659085	-20.68385	8.956428	-1004.088	16.33644	-19.16657	0.7563666	0.008000016	-0.03200001	-0.01200002	0	
18:01:06:950	47.03596	-121.5937	954.7153	954.7153	0	0	0	0	0	0	-2.585994	-1.11814	-68.1879	0.2116343	0.04437875	-0.7659085	-20.68385	8.956428	-1004.088	16.33644	-19.16657	0.7563666	0.008000016	-0.03200001	-0.01200002	0	
18:01:06:996	47.03596	-121.5937	954.7153	954.7153	0	0	0	0	0	0	-2.56025	-1.125031	-68.2648	0.2525662	-0.07530238	-0.7763644	-20.63447	9.061649	-999.8464	16.33644	-19.16657	0.7563666	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:29	47.03596	-121.5937	954.7153	954.7153	0	0	0	0	0	0	-2.56025	-1.125031	-68.2648	0.2525662	-0.07530238	-0.7763644	-20.63447	9.061649	-999.8464	16.33644	-19.16657	0.7563666	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:52	47.03596	-121.5937	954.7153	954.7153	0	0	0	0	0	0	-2.56025	-1.125031	-68.2648	0.2525662	-0.07530238	-0.7763644	-20.63447	9.061649	-999.8464	16.33644	-19.16657	0.7563666	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:91	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.546607	-1.132129	-68.30371	0.2586408	-0.1169603	-0.7834374	-20.60398	9.082581	-997.5942	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:94	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.546607	-1.132129	-68.30371	0.2586408	-0.1169603	-0.7834374	-20.60398	9.082581	-997.5942	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:130	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.546607	-1.132129	-68.30371	0.2586408	-0.1169603	-0.7834374	-20.60398	9.082581	-997.5942	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:158	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.546607	-1.132129	-68.30371	0.2586408	-0.1169603	-0.7834374	-20.60398	9.082581	-997.5942	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:196	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.546607	-1.132129	-68.30371	0.2586408	-0.1169603	-0.7834374	-20.60398	9.082581	-997.5942	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:234	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.518806	-1.151041	-68.38235	0.2625111	-0.1721993	-0.7963482	-20.54092	9.047647	-993.8216	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:252	47.03598	-121.5937	954.0248	954.0248	0	0	0	0	0	0	-2.518806	-1.151041	-68.38235	0.2625111	-0.1721993	-0.7963482	-20.54092	9.047647	-993.8216	16.29498	-19.20024	0.7500315	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:294	47.036	-121.5938	953.0999	953.0999	0	0	0	0	0	0	-2.518806	-1.151041	-68.38235	0.2625111	-0.1721993	-0.7963482	-20.54092	9.047647	-993.8216	16.25397	-19.23326	0.7489247	0.008000016	-0.03200001	-0.01200002	0	
18:01:07:331	47.036	-121.5938	953.0999	953.0999	0	0	0	0	0	0	-2.505337	-1.170463	-68.46179	-0.07816492	-0.1174214	-0.7975428	-20.49668	8.873833	-990.9977	16.25397	-19.23326	0.7489247	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:357	47.036	-121.5938	953.0999	953.0999	0	0	0	0	0	0	-2.505337	-1.170463	-68.46179	-0.07816492	-0.1174214	-0.7975428	-20.49668	8.873833	-990.9977	16.25397	-19.23326	0.7489247	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:394	47.036	-121.5938	953.0999	953.0999	0	0	0	0	0	0	-2.505337	-1.170463	-68.46179	-0.07816492	-0.1174214	-0.7975428	-20.49668	8.873833	-990.9977	16.25397	-19.23326	0.7489247	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:434	47.036	-121.5938	953.0999	953.0999	0	0	0	0	0	0	-2.520377	-1.178763	-68.53912	-0.1933774	-0.01464824	-0.7860717	-20.5317	8.882621	-993.5349	16.25397	-19.23326	0.7489247	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:454	47.036	-121.5938	953.0999	953.0999	0	0	0	0	0	0	-2.520377	-1.178763	-68.53912	-0.1933774	-0.01464824	-0.7860717	-20.5317	8.882621	-993.5349	16.25397	-19.23326	0.7489247	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:495	47.03602	-121.5938	952.6041	952.6041	0	0	0	0	0	0	-2.520377	-1.178763	-68.53912	-0.1933774	-0.01464824	-0.7860717	-20.5317	8.882621	-993.5349	16.22731	-19.25494	0.7533324	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:535	47.03602	-121.5938	952.6041	952.6041	0	0	0	0	0	0	-2.520377	-1.178763	-68.53912	-0.1933774	-0.01464824	-0.7860717	-20.5317	8.882621	-993.5349	16.22731	-19.25494	0.7533324	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:562	47.03602	-121.5938	952.6041	952.6041	0	0	0	0	0	0	-2.520377	-1.178763	-68.53912	-0.1933774	-0.01464824	-0.7860717	-20.5317	8.882621	-993.5349	16.22731	-19.25494	0.7533324	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:598	47.03602	-121.5938	952.6041	952.6041	0	0	0	0	0	0	-2.538919	-1.179107	-68.61642	-0.2057372	0.05370485	-0.7742567	-20.59026	8.909799	-996.9106	16.22731	-19.25494	0.7533324	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:634	47.03602	-121.5938	952.6041	952.6041	0	0	0	0	0	0	-2.538919	-1.179107	-68.61642	-0.2057372	0.05370485	-0.7742567	-20.59026	8.909799	-996.9106	16.22731	-19.25494	0.7533324	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:659	47.03602	-121.5938	952.6041	952.6041	0	0	0	0	0	0	-2.538919	-1.179107	-68.61642	-0.2057372	0.05370485	-0.7742567	-20.59026	8.909799	-996.9106	16.22731	-19.25494	0.7533324	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:699	47.03605	-121.5938	951.5526	951.5526	0	0	0	0	0	0	-2.557864	-1.174449	-68.69348	-0.2050993	0.09402221	-0.7674145	-20.65111	8.994335	-999.7008	16.17567	-19.29791	0.7680377	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:736	47.03605	-121.5938	951.5526	951.5526	0	0	0	0	0	0	-2.557864	-1.174449	-68.69348	-0.2050993	0.09402221	-0.7674145	-20.65111	8.994335	-999.7008	16.17567	-19.29791	0.7680377	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:758	47.03605	-121.5938	951.5526	951.5526	0	0	0	0	0	0	-2.557864	-1.174449	-68.69348	-0.2050993	0.09402221	-0.7674145	-20.65111	8.994335	-999.7008	16.17567	-19.29791	0.7680377	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:799	47.03605	-121.5938	951.5526	951.5526	0	0	0	0	0	0	-2.576176	-1.167184	-68.76923	-0.2005024	0.1150239	-0.768566	-20.70325	9.109934	-1001.575	16.17567	-19.29791	0.7680377	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:839	47.03605	-121.5938	951.5526	951.5526	0	0	0	0	0	0	-2.576176	-1.167184	-68.76923	-0.2005024	0.1150239	-0.768566	-20.70325	9.109934	-1001.575	16.17567	-19.29791	0.7680377	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:859	47.03605	-121.5938	951.5526	951.5526	0	0	0	0	0	0	-2.576176	-1.167184	-68.76923	-0.2005024	0.1150239	-0.768566	-20.70325	9.109934	-1001.575	16.17567	-19.29791	0.7680377	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:900	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.576176	-1.167184	-68.76923	-0.2005024	0.1150239	-0.768566	-20.70325	9.109934	-1001.575	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:945	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.585108	-1.163024	-68.80722	-0.1977739	0.1210107	-0.7722399	-20.72304	9.165907	-1002.209	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:07:962	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.585108	-1.163024	-68.80722	-0.1977739	0.1210107	-0.7722399	-20.72304	9.165907	-1002.209	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:2	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.585108	-1.163024	-68.80722	-0.1977739	0.1210107	-0.7722399	-20.72304	9.165907	-1002.209	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:40	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.593968	-1.158631	-68.8457	-0.1951271	0.1250089	-0.7777874	-20.73899	9.217955	-1002.69	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:65	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.593968	-1.158631	-68.8457	-0.1951271	0.1250089	-0.7777874	-20.73899	9.217955	-1002.69	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:97	47.03608	-121.5939	950.4766	950.4766	0	0	0	0	0	0	-2.593968	-1.158631	-68.8457	-0.1951271	0.1250089	-0.7777874	-20.73899	9.217955	-1002.69	16.1231	-19.34202	0.7728016	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:101	47.03609	-121.5939	949.9749	949.9749	0	0	0	0	0	0	-2.593968	-1.158631	-68.8457	-0.1951271	0.1250089	-0.7777874	-20.73899	9.217955	-1002.69	16.09666	-19.36396	0.7715654	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:143	47.03609	-121.5939	949.9749	949.9749	0	0	0	0	0	0	-2.593968	-1.158631	-68.8457	-0.1951271	0.1250089	-0.7777874	-20.73899	9.217955	-1002.69	16.09666	-19.36396	0.7715654	0.006000042	-0.02999997	-0.01200002	0	
18:01:08:163	47.03609	-121.5939	949.9749	949.9749	0	0	0	0	0	0	-2.597193	-1.149506	-68.92447	0.1517214	0.1285779	-0.798265	-20.75342	9.356157	-1003.305	16.09666	-19.36396	0.7715654	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:208	47.03609	-121.5939	949.9749	949.9749	0	0	0	0	0	0	-2.597193	-1.149506	-68.92447	0.1517214	0.1285779	-0.798265	-20.75342	9.356157	-1003.305	16.09666	-19.36396	0.7715654	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:245	47.03609	-121.5939	949.9749	949.9749	0	0	0	0	0	0	-2.585118	-1.144911	-68.96506	0.2413774	0.1287524	-0.8124952	-20.74632	9.288848	-1003.502	16.09666	-19.36396	0.7715654	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:270	47.03609	-121.5939	949.9749	949.9749	0	0	0	0	0	0	-2.585118	-1.144911	-68.96506	0.2413774	0.1287524	-0.8124952	-20.74632	9.288848	-1003.502	16.09666	-19.36396	0.7715654	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:306	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.585118	-1.144911	-68.96506	0.2413774	0.1287524	-0.8124952	-20.74632	9.288848	-1003.502	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:344	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.55718	-1.135803	-69.04834	0.2655958	0.1276744	-0.8353019	-20.70167	9.141442	-1003.707	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:363	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.55718	-1.135803	-69.04834	0.2655958	0.1276744	-0.8353019	-20.70167	9.141442	-1003.707	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:408	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.55718	-1.135803	-69.04834	0.2655958	0.1276744	-0.8353019	-20.70167	9.141442	-1003.707	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:444	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.55718	-1.135803	-69.04834	0.2655958	0.1276744	-0.8353019	-20.70167	9.141442	-1003.707	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:467	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.543205	-1.131307	-69.09067	0.2609577	0.1269307	-0.8414778	-20.66656	9.03603	-1003.739	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:506	47.0361	-121.5939	949.4398	949.4398	0	0	0	0	0	0	-2.543205	-1.131307	-69.09067	0.2609577	0.1269307	-0.8414778	-20.66656	9.03603	-1003.739	16.06989	-19.38593	0.7690077	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:544	47.03613	-121.594	948.6404	948.6404	0	0	0	0	0	0	-2.543205	-1.131307	-69.09067	0.2609577	0.1269307	-0.8414778	-20.66656	9.03603	-1003.739	16.02884	-19.41914	0.7638113	0.008000016	-0.02999997	-0.01200002	0	
18:01:08:569	47.03613	-121.594	948.6404	948.6404	0	0	0	0	0	0	-2.516828	-1.132487	-69.17517	0.2385273	-0.0251321	-0.8401194	-20.54933	8.799123	-1002.076	16.02884	-19.41914	0.7638113	0.008000016	-0.03200001	-0.01200002	0	
18:01:08:610	47.03613	-121.594	948.6404	948.6404	0	0	0	0	0	0	-2.516828	-1.132487	-69.17517	0.2385273	-0.0251321	-0.8401194	-20.54933	8.799123	-1002.076	16.02884	-19.41914	0.7638113	0.008000016	-0.03200001	-0.01200002	0	
18:01:08:649	47.03613	-121.594	948.6404	948.6404	0	0	0	0	0	0	-2.518802	-1.13759	-69.21671	-0.1126143	-0.07786039	-0.8274784	-20.48209	8.620745	-999.7639	16.02884	-19.41914	0.7638113	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:667	47.03613	-121.594	948.6404	948.6404	0	0	0	0	0	0	-2.518802	-1.13759	-69.21671	-0.1126143	-0.07786039	-0.8274784	-20.48209	8.620745	-999.7639	16.02884	-19.41914	0.7638113	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:708	47.03613	-121.594	948.6404	948.6404	0	0	0	0	0	0	-2.518802	-1.13759	-69.21671	-0.1126143	-0.07786039	-0.8274784	-20.48209	8.620745	-999.7639	16.02884	-19.41914	0.7638113	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:748	47.03614	-121.594	947.8026	947.8026	0	0	0	0	0	0	-2.518802	-1.13759	-69.21671	-0.1126143	-0.07786039	-0.8274784	-20.48209	8.620745	-999.7639	15.98765	-19.45196	0.757902	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:768	47.03614	-121.594	947.8026	947.8026	0	0	0	0	0	0	-2.537945	-1.153726	-69.29709	-0.2285647	-0.1490272	-0.7933228	-20.39383	8.603182	-995.4466	15.98765	-19.45196	0.757902	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:810	47.03614	-121.594	947.8026	947.8026	0	0	0	0	0	0	-2.537945	-1.153726	-69.29709	-0.2285647	-0.1490272	-0.7933228	-20.39383	8.603182	-995.4466	15.98765	-19.45196	0.757902	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:850	47.03614	-121.594	947.8026	947.8026	0	0	0	0	0	0	-2.537945	-1.153726	-69.29709	-0.2285647	-0.1490272	-0.7933228	-20.39383	8.603182	-995.4466	15.98765	-19.45196	0.757902	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:868	47.03614	-121.594	947.8026	947.8026	0	0	0	0	0	0	-2.559151	-1.174232	-69.37238	-0.2288799	-0.1866427	-0.7623299	-20.37934	8.695882	-992.3478	15.98765	-19.45196	0.757902	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:908	47.03614	-121.594	947.8026	947.8026	0	0	0	0	0	0	-2.559151	-1.174232	-69.37238	-0.2288799	-0.1866427	-0.7623299	-20.37934	8.695882	-992.3478	15.98765	-19.45196	0.757902	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:954	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.559151	-1.174232	-69.37238	-0.2288799	-0.1866427	-0.7623299	-20.37934	8.695882	-992.3478	15.9467	-19.48438	0.7536656	0.006000042	-0.03200001	-0.01200002	0	
18:01:08:970	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.578514	-1.187455	-69.44504	-0.2054119	-0.06020791	-0.7450909	-20.45889	8.898809	-991.9755	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:11	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.578514	-1.187455	-69.44504	-0.2054119	-0.06020791	-0.7450909	-20.45889	8.898809	-991.9755	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:48	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.578514	-1.187455	-69.44504	-0.2054119	-0.06020791	-0.7450909	-20.45889	8.898809	-991.9755	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:71	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.578514	-1.187455	-69.44504	-0.2054119	-0.06020791	-0.7450909	-20.45889	8.898809	-991.9755	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:108	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.578514	-1.187455	-69.44504	-0.2054119	-0.06020791	-0.7450909	-20.45889	8.898809	-991.9755	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:115	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.596385	-1.191146	-69.51843	-0.1918245	0.02510991	-0.7461593	-20.58521	9.145187	-995.2562	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:150	47.03617	-121.5941	946.9877	946.9877	0	0	0	0	0	0	-2.596385	-1.191146	-69.51843	-0.1918245	0.02510991	-0.7461593	-20.58521	9.145187	-995.2562	15.9467	-19.48438	0.7536656	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:169	47.0362	-121.5941	945.8743	945.8743	0	0	0	0	0	0	-2.596385	-1.191146	-69.51843	-0.1918245	0.02510991	-0.7461593	-20.58521	9.145187	-995.2562	15.89297	-19.52762	0.7623013	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:210	47.0362	-121.5941	945.8743	945.8743	0	0	0	0	0	0	-2.596385	-1.191146	-69.51843	-0.1918245	0.02510991	-0.7461593	-20.58521	9.145187	-995.2562	15.89297	-19.52762	0.7623013	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:251	47.0362	-121.5941	945.8743	945.8743	0	0	0	0	0	0	-2.596385	-1.191146	-69.51843	-0.1918245	0.02510991	-0.7461593	-20.58521	9.145187	-995.2562	15.89297	-19.52762	0.7623013	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:272	47.0362	-121.5941	945.8743	945.8743	0	0	0	0	0	0	-2.596385	-1.191146	-69.51843	-0.1918245	0.02510991	-0.7461593	-20.58521	9.145187	-995.2562	15.89297	-19.52762	0.7623013	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:314	47.0362	-121.5941	945.8743	945.8743	0	0	0	0	0	0	-2.604926	-1.190436	-69.55582	-0.1862864	0.05514934	-0.7532744	-20.64371	9.259267	-996.9289	15.89297	-19.52762	0.7623013	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:351	47.0362	-121.5941	945.8743	945.8743	0	0	0	0	0	0	-2.604926	-1.190436	-69.55582	-0.1862864	0.05514934	-0.7532744	-20.64371	9.259267	-996.9289	15.89297	-19.52762	0.7623013	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:372	47.03622	-121.5942	944.7964	944.7964	0	0	0	0	0	0	-2.604926	-1.190436	-69.55582	-0.1862864	0.05514934	-0.7532744	-20.64371	9.259267	-996.9289	15.83994	-19.57113	0.7759104	0.006000042	-0.02999997	-0.01200002	0	
18:01:09:413	47.03622	-121.5942	944.7964	944.7964	0	0	0	0	0	0	-2.586208	-1.185807	-69.63333	0.253594	0.09407369	-0.7878981	-20.72375	9.406846	-999.749	15.83994	-19.57113	0.7759104	0.008000016	-0.02999997	-0.01200002	0	
18:01:09:454	47.03622	-121.5942	944.7964	944.7964	0	0	0	0	0	0	-2.586208	-1.185807	-69.63333	0.253594	0.09407369	-0.7878981	-20.72375	9.406846	-999.749	15.83994	-19.57113	0.7759104	0.008000016	-0.02999997	-0.01200002	0	
18:01:09:474	47.03622	-121.5942	944.7964	944.7964	0	0	0	0	0	0	-2.586208	-1.185807	-69.63333	0.253594	0.09407369	-0.7878981	-20.72375	9.406846	-999.749	15.83994	-19.57113	0.7759104	0.008000016	-0.02999997	-0.01200002	0	
