Date	Latitude(deg)	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)	Rollrate(dps)	Pitchrate(dps)	Yawrate(dps)	accelX(m/s/s)	accelY(m/s/s)	accelZ(m/s/s)	vgN(mps)	vgE(mps)	vgD(mps)	Aileron(unit)	Elevator(unit)	Rudder(unit)	Throttle(unit)
18:00:01:37	47.02673	-121.5855	859.2081	859.2081	0	0	0	0	0	0	-2.263201	-0.3570716	-32.19135	0.03212598	0.002490249	-0.6859847	-5.146129	8.245558	-998.619	23.73289	-5.698575	0.4574208	0.008000016	-0.028	-0.01200002	0	
18:00:01:76	47.02673	-121.5855	859.2081	859.2081	0	0	0	0	0	0	-2.261243	-0.3582785	-32.22571	0.03600843	0.002870399	-0.6935256	-5.169002	8.296013	-998.6412	23.73289	-5.698575	0.4574208	0.008000016	-0.028	-0.01200002	0	
18:00:01:114	47.02673	-121.5855	859.2081	859.2081	0	0	0	0	0	0	-2.261243	-0.3582785	-32.22571	0.03600843	0.002870399	-0.6935256	-5.169002	8.296013	-998.6412	23.73289	-5.698575	0.4574208	0.008000016	-0.028	-0.01200002	0	
18:00:01:135	47.02678	-121.5855	860.551	860.551	0	0	0	0	0	0	-2.261243	-0.3582785	-32.22571	0.03600843	0.002870399	-0.6935256	-5.169002	8.296013	-998.6412	23.72089	-5.75808	0.4596488	0.008000016	-0.028	-0.01200002	0	
18:00:01:177	47.02678	-121.5855	860.551	860.551	0	0	0	0	0	0	-2.261243	-0.3582785	-32.22571	0.03600843	0.002870399	-0.6935256	-5.169002	8.296013	-998.6412	23.72089	-5.75808	0.4596488	0.008000016	-0.028	-0.01200002	0	
18:00:01:213	47.02678	-121.5855	860.551	860.551	0	0	0	0	0	0	-2.259124	-0.3594918	-32.26062	0.03858018	0.00321356	-0.7023049	-5.188066	8.327763	-998.6613	23.72089	-5.75808	0.4596488	0.008000016	-0.028	-0.01200002	0	
18:00:01:238	47.02678	-121.5855	860.551	860.551	0	0	0	0	0	0	-2.259124	-0.3594918	-32.26062	0.03858018	0.00321356	-0.7023049	-5.188066	8.327763	-998.6613	23.72089	-5.75808	0.4596488	0.008000016	-0.028	-0.01200002	0	
18:00:01:275	47.02678	-121.5855	860.551	860.551	0	0	0	0	0	0	-2.25693	-0.360706	-32.29605	0.03970174	0.003529427	-0.7114778	-5.202981	8.337873	-998.6801	23.72089	-5.75808	0.4596488	0.008000016	-0.028	-0.01200002	0	
18:00:01:315	47.02678	-121.5855	860.551	860.551	0	0	0	0	0	0	-2.25693	-0.360706	-32.29605	0.03970174	0.003529427	-0.7114778	-5.202981	8.337873	-998.6801	23.72089	-5.75808	0.4596488	0.008000016	-0.028	-0.01200002	0	
18:00:01:341	47.02678	-121.5855	860.9102	860.9102	0	0	0	0	0	0	-2.25693	-0.360706	-32.29605	0.03970174	0.003529427	-0.7114778	-5.202981	8.337873	-998.6801	23.71786	-5.772968	0.4601769	0.008000016	-0.028	-0.01200002	0	
18:00:01:387	47.02678	-121.5855	860.9102	860.9102	0	0	0	0	0	0	-2.252562	-0.3631374	-32.36835	0.03809859	0.0041122	-0.7281561	-5.222132	8.302718	-998.7144	23.71786	-5.772968	0.4601769	0.008000016	-0.028	-0.01200002	0	
18:00:01:414	47.02678	-121.5855	860.9102	860.9102	0	0	0	0	0	0	-2.252562	-0.3631374	-32.36835	0.03809859	0.0041122	-0.7281561	-5.222132	8.302718	-998.7144	23.71786	-5.772968	0.4601769	0.008000016	-0.028	-0.01200002	0	
18:00:01:438	47.02678	-121.5855	860.9102	860.9102	0	0	0	0	0	0	-2.252562	-0.3631374	-32.36835	0.03809859	0.0041122	-0.7281561	-5.222132	8.302718	-998.7144	23.71786	-5.772968	0.4601769	0.008000016	-0.028	-0.01200002	0	
18:00:01:480	47.02678	-121.5855	860.9102	860.9102	0	0	0	0	0	0	-2.252562	-0.3631374	-32.36835	0.03809859	0.0041122	-0.7281561	-5.222132	8.302718	-998.7144	23.71786	-5.772968	0.4601769	0.008000016	-0.028	-0.01200002	0	
18:00:01:517	47.02678	-121.5855	860.9102	860.9102	0	0	0	0	0	0	-2.248706	-0.3654967	-32.43988	0.03272847	0.004669417	-0.7386023	-5.229977	8.213953	-998.7447	23.71786	-5.772968	0.4601769	0.008000016	-0.028	-0.01200002	0	
18:00:01:541	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.248706	-0.3654967	-32.43988	0.03272847	0.004669417	-0.7386023	-5.229977	8.213953	-998.7447	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:576	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.248706	-0.3654967	-32.43988	0.03272847	0.004669417	-0.7386023	-5.229977	8.213953	-998.7447	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:578	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.248706	-0.3654967	-32.43988	0.03272847	0.004669417	-0.7386023	-5.229977	8.213953	-998.7447	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:616	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.245449	-0.3678323	-32.51276	0.02570216	0.005313722	-0.7412565	-5.233903	8.105123	-998.779	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:639	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.245449	-0.3678323	-32.51276	0.02570216	0.005313722	-0.7412565	-5.233903	8.105123	-998.779	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:677	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.245449	-0.3678323	-32.51276	0.02570216	0.005313722	-0.7412565	-5.233903	8.105123	-998.779	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:717	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.245449	-0.3678323	-32.51276	0.02570216	0.005313722	-0.7412565	-5.233903	8.105123	-998.779	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:738	47.02681	-121.5855	861.6777	861.6777	0	0	0	0	0	0	-2.242845	-0.3701038	-32.58585	0.01925075	0.006069005	-0.7361537	-5.240315	8.007174	-998.8093	23.71178	-5.80275	0.4612039	0.008000016	-0.028	-0.01200002	0	
18:00:01:778	47.02685	-121.5855	863.0544	863.0544	0	0	0	0	0	0	-2.242845	-0.3701038	-32.58585	0.01925075	0.006069005	-0.7361537	-5.240315	8.007174	-998.8093	23.69975	-5.861514	0.4631313	0.008000016	-0.028	-0.01200002	0	
18:00:01:822	47.02685	-121.5855	863.0544	863.0544	0	0	0	0	0	0	-2.242845	-0.3701038	-32.58585	0.01925075	0.006069005	-0.7361537	-5.240315	8.007174	-998.8093	23.69975	-5.861514	0.4631313	0.008000016	-0.028	-0.01200002	0	
18:00:01:841	47.02685	-121.5855	863.0544	863.0544	0	0	0	0	0	0	-2.242845	-0.3701038	-32.58585	0.01925075	0.006069005	-0.7361537	-5.240315	8.007174	-998.8093	23.69975	-5.861514	0.4631313	0.008000016	-0.028	-0.01200002	0	
18:00:01:882	47.02685	-121.5855	863.0544	863.0544	0	0	0	0	0	0	-2.240736	-0.3722705	-32.65857	0.0151127	0.006934734	-0.7255257	-5.254601	7.945966	-998.8445	23.69975	-5.861514	0.4631313	0.008000016	-0.028	-0.01200002	0	
18:00:01:919	47.02685	-121.5855	863.0544	863.0544	0	0	0	0	0	0	-2.240736	-0.3722705	-32.65857	0.0151127	0.006934734	-0.7255257	-5.254601	7.945966	-998.8445	23.69975	-5.861514	0.4631313	0.008000016	-0.028	-0.01200002	0	
18:00:01:938	47.02685	-121.5855	863.0544	863.0544	0	0	0	0	0	0	-2.240736	-0.3722705	-32.65857	0.0151127	0.006934734	-0.7255257	-5.254601	7.945966	-998.8445	23.69975	-5.861514	0.4631313	0.008000016	-0.028	-0.01200002	0	
18:00:01:980	47.02689	-121.5856	864.3725	864.3725	0	0	0	0	0	0	-2.240736	-0.3722705	-32.65857	0.0151127	0.006934734	-0.7255257	-5.254601	7.945966	-998.8445	23.68766	-5.920387	0.4649401	0.008000016	-0.028	-0.01200002	0	
18:00:02:19	47.02689	-121.5856	864.3725	864.3725	0	0	0	0	0	0	-2.23884	-0.3743036	-32.73035	0.01419412	0.007875736	-0.7128329	-5.278075	7.932083	-998.8837	23.68766	-5.920387	0.4649401	0.008000016	-0.028	-0.01200002	0	
18:00:02:37	47.02689	-121.5856	864.3725	864.3725	0	0	0	0	0	0	-2.23884	-0.3743036	-32.73035	0.01419412	0.007875736	-0.7128329	-5.278075	7.932083	-998.8837	23.68766	-5.920387	0.4649401	0.008000016	-0.028	-0.01200002	0	
18:00:02:78	47.02689	-121.5856	864.3725	864.3725	0	0	0	0	0	0	-2.23884	-0.3743036	-32.73035	0.01419412	0.007875736	-0.7128329	-5.278075	7.932083	-998.8837	23.68766	-5.920387	0.4649401	0.008000016	-0.028	-0.01200002	0	
18:00:02:118	47.02689	-121.5856	864.3725	864.3725	0	0	0	0	0	0	-2.236858	-0.3761759	-32.80051	0.016313	0.008846792	-0.7016406	-5.310251	7.961318	-998.9255	23.68766	-5.920387	0.4649401	0.008000016	-0.028	-0.01200002	0	
18:00:02:142	47.02689	-121.5856	864.3725	864.3725	0	0	0	0	0	0	-2.236858	-0.3761759	-32.80051	0.016313	0.008846792	-0.7016406	-5.310251	7.961318	-998.9255	23.68766	-5.920387	0.4649401	0.008000016	-0.028	-0.01200002	0	
18:00:02:181	47.02691	-121.5856	865.1125	865.1125	0	0	0	0	0	0	-2.236858	-0.3761759	-32.80051	0.016313	0.008846792	-0.7016406	-5.310251	7.961318	-998.9255	23.68154	-5.950174	0.4658091	0.008000016	-0.028	-0.01200002	0	
18:00:02:221	47.02691	-121.5856	865.1125	865.1125	0	0	0	0	0	0	-2.236858	-0.3761759	-32.80051	0.016313	0.008846792	-0.7016406	-5.310251	7.961318	-998.9255	23.68154	-5.950174	0.4658091	0.008000016	-0.028	-0.01200002	0	
18:00:02:242	47.02691	-121.5856	865.1125	865.1125	0	0	0	0	0	0	-2.234519	-0.3779294	-32.87009	0.02051495	0.009819798	-0.6943364	-5.348182	8.019536	-998.9691	23.68154	-5.950174	0.4658091	0.008000016	-0.028	-0.01200002	0	
18:00:02:284	47.02691	-121.5856	865.1125	865.1125	0	0	0	0	0	0	-2.234519	-0.3779294	-32.87009	0.02051495	0.009819798	-0.6943364	-5.348182	8.019536	-998.9691	23.68154	-5.950174	0.4658091	0.008000016	-0.028	-0.01200002	0	
18:00:02:323	47.02691	-121.5856	865.1125	865.1125	0	0	0	0	0	0	-2.23317	-0.3787545	-32.90475	0.02297077	0.01029685	-0.6925729	-5.368135	8.054175	-998.9899	23.68154	-5.950174	0.4658091	0.008000016	-0.028	-0.01200002	0	
18:00:02:339	47.02691	-121.5856	865.1125	865.1125	0	0	0	0	0	0	-2.23317	-0.3787545	-32.90475	0.02297077	0.01029685	-0.6925729	-5.368135	8.054175	-998.9899	23.68154	-5.950174	0.4658091	0.008000016	-0.028	-0.01200002	0	
18:00:02:381	47.02695	-121.5856	866.4967	866.4967	0	0	0	0	0	0	-2.23317	-0.3787545	-32.90475	0.02297077	0.01029685	-0.6925729	-5.368135	8.054175	-998.9899	23.66921	-6.009717	0.4674323	0.008000016	-0.028	-0.01200002	0	
18:00:02:421	47.02695	-121.5856	866.4967	866.4967	0	0	0	0	0	0	-2.23317	-0.3787545	-32.90475	0.02297077	0.01029685	-0.6925729	-5.368135	8.054175	-998.9899	23.66921	-6.009717	0.4674323	0.008000016	-0.028	-0.01200002	0	
18:00:02:442	47.02695	-121.5856	866.4967	866.4967	0	0	0	0	0	0	-2.231699	-0.3795658	-32.93948	0.02540641	0.01075718	-0.6920559	-5.388088	8.086968	-999.0123	23.66921	-6.009717	0.4674323	0.008000016	-0.028	-0.01200002	0	
18:00:02:484	47.02695	-121.5856	866.4967	866.4967	0	0	0	0	0	0	-2.231699	-0.3795658	-32.93948	0.02540641	0.01075718	-0.6920559	-5.388088	8.086968	-999.0123	23.66921	-6.009717	0.4674323	0.008000016	-0.028	-0.01200002	0	
18:00:02:523	47.02695	-121.5856	866.4967	866.4967	0	0	0	0	0	0	-2.231699	-0.3795658	-32.93948	0.02540641	0.01075718	-0.6920559	-5.388088	8.086968	-999.0123	23.66921	-6.009717	0.4674323	0.008000016	-0.028	-0.01200002	0	
18:00:02:545	47.02695	-121.5856	866.4967	866.4967	0	0	0	0	0	0	-2.230106	-0.3803505	-32.97418	0.02765418	0.01120523	-0.6926656	-5.407211	8.116393	-999.0337	23.66921	-6.009717	0.4674323	0.008000016	-0.028	-0.01200002	0	
18:00:02:585	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.230106	-0.3803505	-32.97418	0.02765418	0.01120523	-0.6926656	-5.407211	8.116393	-999.0337	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:589	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.230106	-0.3803505	-32.97418	0.02765418	0.01120523	-0.6926656	-5.407211	8.116393	-999.0337	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:627	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.230106	-0.3803505	-32.97418	0.02765418	0.01120523	-0.6926656	-5.407211	8.116393	-999.0337	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:646	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.230106	-0.3803505	-32.97418	0.02765418	0.01120523	-0.6926656	-5.407211	8.116393	-999.0337	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:689	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.226641	-0.3818611	-33.04391	0.03105455	0.01204863	-0.6964594	-5.442651	8.159761	-999.0746	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:725	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.226641	-0.3818611	-33.04391	0.03105455	0.01204863	-0.6964594	-5.442651	8.159761	-999.0746	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:750	47.02699	-121.5856	867.5956	867.5956	0	0	0	0	0	0	-2.226641	-0.3818611	-33.04391	0.03105455	0.01204863	-0.6964594	-5.442651	8.159761	-999.0746	23.65989	-6.054269	0.468536	0.008000016	-0.028	-0.01200002	0	
18:00:02:786	47.02701	-121.5856	868.283	868.283	0	0	0	0	0	0	-2.226641	-0.3818611	-33.04391	0.03105455	0.01204863	-0.6964594	-5.442651	8.159761	-999.0746	23.65364	-6.083911	0.4692156	0.008000016	-0.028	-0.01200002	0	
18:00:02:827	47.02701	-121.5856	868.283	868.283	0	0	0	0	0	0	-2.226641	-0.3818611	-33.04391	0.03105455	0.01204863	-0.6964594	-5.442651	8.159761	-999.0746	23.65364	-6.083911	0.4692156	0.008000016	-0.028	-0.01200002	0	
18:00:02:847	47.02701	-121.5856	868.283	868.283	0	0	0	0	0	0	-2.226641	-0.3818611	-33.04391	0.03105455	0.01204863	-0.6964594	-5.442651	8.159761	-999.0746	23.65364	-6.083911	0.4692156	0.008000016	-0.028	-0.01200002	0	
18:00:02:894	47.02701	-121.5856	868.283	868.283	0	0	0	0	0	0	-2.224806	-0.3825922	-33.07898	0.03207272	0.01245209	-0.6991085	-5.458138	8.170619	-999.0946	23.65364	-6.083911	0.4692156	0.008000016	-0.028	-0.01200002	0	
18:00:02:926	47.02701	-121.5856	868.283	868.283	0	0	0	0	0	0	-2.224806	-0.3825922	-33.07898	0.03207272	0.01245209	-0.6991085	-5.458138	8.170619	-999.0946	23.65364	-6.083911	0.4692156	0.008000016	-0.028	-0.01200002	0	
18:00:02:947	47.02701	-121.5856	868.283	868.283	0	0	0	0	0	0	-2.224806	-0.3825922	-33.07898	0.03207272	0.01245209	-0.6991085	-5.458138	8.170619	-999.0946	23.65364	-6.083911	0.4692156	0.008000016	-0.028	-0.01200002	0	
18:00:02:987	47.02703	-121.5856	869.0787	869.0787	0	0	0	0	0	0	-2.224806	-0.3825922	-33.07898	0.03207272	0.01245209	-0.6991085	-5.458138	8.170619	-999.0946	23.64736	-6.113476	0.4698507	0.008000016	-0.028	-0.01200002	0	
18:00:03:29	47.02703	-121.5856	869.0787	869.0787	0	0	0	0	0	0	-2.222939	-0.3833124	-33.1142	0.03262778	0.01284828	-0.7019127	-5.472366	8.174705	-999.114	23.64736	-6.113476	0.4698507	0.008000016	-0.028	-0.01200002	0	
18:00:03:49	47.02703	-121.5856	869.0787	869.0787	0	0	0	0	0	0	-2.222939	-0.3833124	-33.1142	0.03262778	0.01284828	-0.7019127	-5.472366	8.174705	-999.114	23.64736	-6.113476	0.4698507	0.008000016	-0.028	-0.01200002	0	
18:00:03:90	47.02703	-121.5856	869.0787	869.0787	0	0	0	0	0	0	-2.222939	-0.3833124	-33.1142	0.03262778	0.01284828	-0.7019127	-5.472366	8.174705	-999.114	23.64736	-6.113476	0.4698507	0.008000016	-0.028	-0.01200002	0	
18:00:03:131	47.02703	-121.5856	869.0787	869.0787	0	0	0	0	0	0	-2.219192	-0.3846984	-33.18509	0.03229033	0.01362368	-0.7069372	-5.496327	8.16219	-999.1508	23.64736	-6.113476	0.4698507	0.008000016	-0.028	-0.01200002	0	
18:00:03:150	47.02703	-121.5856	869.0787	869.0787	0	0	0	0	0	0	-2.219192	-0.3846984	-33.18509	0.03229033	0.01362368	-0.7069372	-5.496327	8.16219	-999.1508	23.64736	-6.113476	0.4698507	0.008000016	-0.028	-0.01200002	0	
18:00:03:187	47.02704	-121.5856	869.3504	869.3504	0	0	0	0	0	0	-2.219192	-0.3846984	-33.18509	0.03229033	0.01362368	-0.7069372	-5.496327	8.16219	-999.1508	23.64421	-6.128231	0.4701523	0.008000016	-0.028	-0.01200002	0	
18:00:03:228	47.02704	-121.5856	869.3504	869.3504	0	0	0	0	0	0	-2.217357	-0.3853595	-33.22067	0.03156129	0.01401617	-0.7087172	-5.507041	8.148907	-999.1742	23.64421	-6.128231	0.4701523	0.008000016	-0.028	-0.01200002	0	
18:00:03:250	47.02704	-121.5856	869.3504	869.3504	0	0	0	0	0	0	-2.217357	-0.3853595	-33.22067	0.03156129	0.01401617	-0.7087172	-5.507041	8.148907	-999.1742	23.64421	-6.128231	0.4701523	0.008000016	-0.028	-0.01200002	0	
18:00:03:291	47.02704	-121.5856	869.3504	869.3504	0	0	0	0	0	0	-2.217357	-0.3853595	-33.22067	0.03156129	0.01401617	-0.7087172	-5.507041	8.148907	-999.1742	23.64421	-6.128231	0.4701523	0.008000016	-0.028	-0.01200002	0	
18:00:03:332	47.02704	-121.5856	869.3504	869.3504	0	0	0	0	0	0	-2.213833	-0.3866425	-33.29199	0.02948316	0.01481366	-0.7101547	-5.525906	8.111974	-999.2073	23.64421	-6.128231	0.4701523	0.008000016	-0.028	-0.01200002	0	
18:00:03:352	47.02704	-121.5856	869.3504	869.3504	0	0	0	0	0	0	-2.213833	-0.3866425	-33.29199	0.02948316	0.01481366	-0.7101547	-5.525906	8.111974	-999.2073	23.64421	-6.128231	0.4701523	0.008000016	-0.028	-0.01200002	0	
18:00:03:392	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.213833	-0.3866425	-33.29199	0.02948316	0.01481366	-0.7101547	-5.525906	8.111974	-999.2073	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:429	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.210538	-0.3878303	-33.36334	0.02717056	0.01565066	-0.7085672	-5.544055	8.072441	-999.2443	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:455	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.210538	-0.3878303	-33.36334	0.02717056	0.01565066	-0.7085672	-5.544055	8.072441	-999.2443	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:492	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.210538	-0.3878303	-33.36334	0.02717056	0.01565066	-0.7085672	-5.544055	8.072441	-999.2443	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:527	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.210538	-0.3878303	-33.36334	0.02717056	0.01565066	-0.7085672	-5.544055	8.072441	-999.2443	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:552	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.207464	-0.3889112	-33.43375	0.02549816	0.01649804	-0.7045838	-5.564037	8.044015	-999.282	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:590	47.02707	-121.5856	870.4728	870.4728	0	0	0	0	0	0	-2.207464	-0.3889112	-33.43375	0.02549816	0.01649804	-0.7045838	-5.564037	8.044015	-999.282	23.63472	-6.172406	0.4709981	0.008000016	-0.028	-0.01200002	0	
18:00:03:592	47.0271	-121.5856	871.4538	871.4538	0	0	0	0	0	0	-2.207464	-0.3889112	-33.43375	0.02549816	0.01649804	-0.7045838	-5.564037	8.044015	-999.282	23.62518	-6.216495	0.4717541	0.008000016	-0.028	-0.01200002	0	
18:00:03:630	47.0271	-121.5856	871.4538	871.4538	0	0	0	0	0	0	-2.205972	-0.3894103	-33.46887	0.02507054	0.01693329	-0.7020335	-5.575287	8.036633	-999.3	23.62518	-6.216495	0.4717541	0.008000016	-0.028	-0.01200002	0	
18:00:03:650	47.0271	-121.5856	871.4538	871.4538	0	0	0	0	0	0	-2.205972	-0.3894103	-33.46887	0.02507054	0.01693329	-0.7020335	-5.575287	8.036633	-999.3	23.62518	-6.216495	0.4717541	0.008000016	-0.028	-0.01200002	0	
18:00:03:693	47.0271	-121.5856	871.4538	871.4538	0	0	0	0	0	0	-2.205972	-0.3894103	-33.46887	0.02507054	0.01693329	-0.7020335	-5.575287	8.036633	-999.3	23.62518	-6.216495	0.4717541	0.008000016	-0.028	-0.01200002	0	
18:00:03:732	47.0271	-121.5856	871.4538	871.4538	0	0	0	0	0	0	-2.205972	-0.3894103	-33.46887	0.02507054	0.01693329	-0.7020335	-5.575287	8.036633	-999.3	23.62518	-6.216495	0.4717541	0.008000016	-0.028	-0.01200002	0	
18:00:03:753	47.0271	-121.5856	871.4538	871.4538	0	0	0	0	0	0	-2.204483	-0.3898839	-33.50391	0.02494828	0.01737485	-0.6993234	-5.587082	8.03294	-999.3195	23.62518	-6.216495	0.4717541	0.008000016	-0.028	-0.01200002	0	
18:00:03:802	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.204483	-0.3898839	-33.50391	0.02494828	0.01737485	-0.6993234	-5.587082	8.03294	-999.3195	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:03:831	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.204483	-0.3898839	-33.50391	0.02494828	0.01737485	-0.6993234	-5.587082	8.03294	-999.3195	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:03:854	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.202987	-0.3903333	-33.53885	0.02508429	0.0178099	-0.6966195	-5.599707	8.032978	-999.3393	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:03:893	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.202987	-0.3903333	-33.53885	0.02508429	0.0178099	-0.6966195	-5.599707	8.032978	-999.3393	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:03:933	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.202987	-0.3903333	-33.53885	0.02508429	0.0178099	-0.6966195	-5.599707	8.032978	-999.3393	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:03:953	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.202987	-0.3903333	-33.53885	0.02508429	0.0178099	-0.6966195	-5.599707	8.032978	-999.3393	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:03:999	47.02715	-121.5857	872.9288	872.9288	0	0	0	0	0	0	-2.199939	-0.391141	-33.60846	0.02613659	0.01868892	-0.691776	-5.627303	8.044966	-999.3785	23.61241	-6.27495	0.4726346	0.008000016	-0.028	-0.01200002	0	
18:00:04:31	47.02716	-121.5857	873.582	873.582	0	0	0	0	0	0	-2.199939	-0.391141	-33.60846	0.02613659	0.01868892	-0.691776	-5.627303	8.044966	-999.3785	23.60598	-6.30411	0.4730183	0.008000016	-0.028	-0.01200002	0	
18:00:04:56	47.02716	-121.5857	873.582	873.582	0	0	0	0	0	0	-2.199939	-0.391141	-33.60846	0.02613659	0.01868892	-0.691776	-5.627303	8.044966	-999.3785	23.60598	-6.30411	0.4730183	0.008000016	-0.028	-0.01200002	0	
18:00:04:98	47.02716	-121.5857	873.582	873.582	0	0	0	0	0	0	-2.199939	-0.391141	-33.60846	0.02613659	0.01868892	-0.691776	-5.627303	8.044966	-999.3785	23.60598	-6.30411	0.4730183	0.008000016	-0.028	-0.01200002	0	
18:00:04:134	47.02716	-121.5857	873.582	873.582	0	0	0	0	0	0	-2.198363	-0.3915072	-33.64313	0.02695541	0.01912065	-0.6898677	-5.641703	8.054797	-999.3979	23.60598	-6.30411	0.4730183	0.008000016	-0.028	-0.01200002	0	
18:00:04:158	47.02716	-121.5857	873.582	873.582	0	0	0	0	0	0	-2.198363	-0.3915072	-33.64313	0.02695541	0.01912065	-0.6898677	-5.641703	8.054797	-999.3979	23.60598	-6.30411	0.4730183	0.008000016	-0.028	-0.01200002	0	
18:00:04:195	47.02716	-121.5857	873.582	873.582	0	0	0	0	0	0	-2.198363	-0.3915072	-33.64313	0.02695541	0.01912065	-0.6898677	-5.641703	8.054797	-999.3979	23.60598	-6.30411	0.4730183	0.008000016	-0.028	-0.01200002	0	
18:00:04:235	47.0272	-121.5857	874.7521	874.7521	0	0	0	0	0	0	-2.198363	-0.3915072	-33.64313	0.02695541	0.01912065	-0.6898677	-5.641703	8.054797	-999.3979	23.59625	-6.347843	0.4735198	0.008000016	-0.028	-0.01200002	0	
18:00:04:268	47.0272	-121.5857	874.7521	874.7521	0	0	0	0	0	0	-2.195071	-0.3921663	-33.71225	0.02879883	0.01997803	-0.6873241	-5.670759	8.077401	-999.4368	23.59625	-6.347843	0.4735198	0.008000016	-0.028	-0.01200002	0	
18:00:04:302	47.0272	-121.5857	874.7521	874.7521	0	0	0	0	0	0	-2.195071	-0.3921663	-33.71225	0.02879883	0.01997803	-0.6873241	-5.670759	8.077401	-999.4368	23.59625	-6.347843	0.4735198	0.008000016	-0.028	-0.01200002	0	
18:00:04:338	47.0272	-121.5857	874.7521	874.7521	0	0	0	0	0	0	-2.195071	-0.3921663	-33.71225	0.02879883	0.01997803	-0.6873241	-5.670759	8.077401	-999.4368	23.59625	-6.347843	0.4735198	0.008000016	-0.028	-0.01200002	0	
18:00:04:359	47.0272	-121.5857	874.7521	874.7521	0	0	0	0	0	0	-2.195071	-0.3921663	-33.71225	0.02879883	0.01997803	-0.6873241	-5.670759	8.077401	-999.4368	23.59625	-6.347843	0.4735198	0.008000016	-0.028	-0.01200002	0	
